300;20;3
54;51;0;0;22
59;58;0;0;5
82;81;0;0;14
153;152;0;0;26
156;155;0;0;3
168;170;0;0;11
184;181;0;0;40
227;230;0;0;2
265;266;0;0;21
297;298;0;0;3
11;8;0;1;14
106;109;0;1;25
117;115;0;1;23
129;127;0;1;16
176;175;0;1;42
265;264;0;1;5
276;277;0;1;1
291;288;0;1;58
10;8;0;2;3
87;84;0;2;2
105;108;0;2;26
145;147;0;2;23
214;212;0;2;8
297;298;0;2;15
7;4;0;3;56
28;26;0;3;10
50;48;0;3;22
70;67;0;3;46
136;134;0;3;23
153;152;0;3;26
286;284;0;3;11
7;0;0;4;33
7;4;0;4;1
14;13;0;4;26
62;60;0;4;7
87;84;0;4;24
106;108;0;4;16
158;155;0;4;10
168;169;0;4;30
185;183;0;4;6
214;216;0;4;5
221;219;0;4;13
225;228;0;4;3
290;288;0;4;13
30;33;0;5;14
50;49;0;5;21
52;49;0;5;35
54;51;0;5;19
80;78;0;5;23
105;102;0;5;55
117;118;0;5;7
129;130;0;5;7
141;138;0;5;10
167;164;0;5;4
184;183;0;5;15
185;186;0;5;31
221;219;0;5;16
43;46;0;6;25
75;78;0;6;30
87;85;0;6;49
133;130;0;6;25
135;134;0;6;12
180;177;0;6;55
184;186;0;6;7
185;186;0;6;6
192;189;0;6;15
253;250;0;6;31
291;289;0;6;15
7;8;0;7;11
37;34;0;7;1
50;48;0;7;9
129;126;0;7;32
135;132;0;7;3
185;183;0;7;34
205;204;0;7;12
291;289;0;7;64
23;24;0;8;5
54;51;0;8;52
129;126;0;8;22
145;142;0;8;9
150;148;0;8;27
160;159;0;8;17
174;171;0;8;43
265;264;0;8;32
270;267;0;8;19
291;289;0;8;4
297;298;0;8;35
7;4;0;9;30
9;8;0;9;2
122;119;0;9;13
146;143;0;9;1
157;155;0;9;50
168;170;0;9;19
174;172;0;9;33
193;190;0;9;17
227;228;0;9;28
234;232;0;9;55
281;278;0;9;33
47;45;0;10;2
82;81;0;10;20
93;90;0;10;49
95;92;0;10;2
106;107;0;10;6
122;119;0;10;54
128;127;0;10;17
129;127;0;10;22
185;187;0;10;12
213;211;0;10;15
225;222;0;10;26
227;230;0;10;8
245;243;0;10;43
253;250;0;10;26
263;260;0;10;23
274;271;0;10;33
275;277;0;10;5
290;287;0;10;29
25;22;0;11;6
30;32;0;11;2
39;36;0;11;17
94;91;0;11;57
104;102;0;11;13
106;109;0;11;3
116;118;0;11;31
117;115;0;11;12
150;147;0;11;6
191;190;0;11;65
205;204;0;11;38
213;211;0;11;8
218;215;0;11;2
227;226;0;11;48
227;229;0;11;4
236;233;0;11;8
268;266;0;11;13
274;271;0;11;35
21;19;0;12;59
25;24;0;12;17
30;29;0;12;14
37;34;0;12;4
39;38;0;12;4
50;48;0;12;58
54;55;0;12;7
129;130;0;12;1
150;148;0;12;52
158;155;0;12;21
160;159;0;12;27
165;162;0;12;36
167;169;0;12;5
282;279;0;12;32
285;284;0;12;1
296;299;0;12;13
297;294;0;12;62
25;24;0;13;2
41;38;0;13;7
47;46;0;13;6
62;60;0;13;61
99;96;0;13;18
113;110;0;13;4
114;111;0;13;43
123;120;0;13;60
133;131;0;13;13
167;170;0;13;7
184;186;0;13;51
203;200;0;13;23
213;212;0;13;2
217;215;0;13;6
217;216;0;13;31
218;215;0;13;13
234;232;0;13;22
282;280;0;13;13
286;283;0;13;13
14;13;0;14;17
80;81;0;14;4
151;148;0;14;15
176;173;0;14;18
184;183;0;14;40
210;208;0;14;43
220;219;0;14;17
245;243;0;14;45
252;250;0;14;2
254;251;0;14;47
270;267;0;14;20
276;277;0;14;59
281;280;0;14;17
30;31;0;15;58
50;48;0;15;10
93;90;0;15;47
135;134;0;15;43
136;134;0;15;11
144;147;0;15;15
145;142;0;15;11
160;161;0;15;23
180;178;0;15;25
196;195;0;15;16
255;256;0;15;44
281;279;0;15;40
281;280;0;15;12
297;294;0;15;26
18;15;0;16;1
21;19;0;16;23
25;22;0;16;25
30;32;0;16;54
43;40;0;16;34
47;45;0;16;30
59;56;0;16;13
66;64;0;16;36
89;88;0;16;47
95;92;0;16;34
106;109;0;16;40
113;110;0;16;11
122;124;0;16;55
145;142;0;16;20
153;152;0;16;14
167;169;0;16;28
179;177;0;16;8
180;181;0;16;13
185;182;0;16;28
196;195;0;16;28
199;197;0;16;10
207;206;0;16;44
227;229;0;16;9
234;231;0;16;52
245;242;0;16;20
248;246;0;16;4
282;279;0;16;13
296;299;0;16;43
6;3;0;17;39
7;8;0;17;14
12;13;0;17;15
30;33;0;17;4
54;53;0;17;37
