300;20;3
7;5;0;0;30
37;35;0;0;7
66;64;0;0;49
94;93;0;0;23
114;115;0;0;11
163;160;0;0;37
185;183;0;0;5
283;280;0;0;17
23;25;0;1;8
48;51;0;1;12
61;62;0;1;44
70;68;0;1;10
192;191;0;1;25
198;200;0;1;9
270;267;0;1;6
293;290;0;1;23
50;51;0;2;26
56;55;0;2;3
70;73;0;2;18
88;90;0;2;1
198;199;0;2;18
207;206;0;2;1
283;285;0;2;38
289;288;0;2;10
23;24;0;3;11
27;26;0;3;35
45;43;0;3;17
50;49;0;3;13
61;58;0;3;2
67;65;0;3;7
87;84;0;3;23
114;112;0;3;46
120;118;0;3;31
143;142;0;3;14
192;194;0;3;30
198;195;0;3;23
236;233;0;3;11
27;24;0;4;17
48;51;0;4;17
50;51;0;4;5
70;71;0;4;53
89;92;0;4;5
94;93;0;4;34
174;173;0;4;9
179;176;0;4;27
205;203;0;4;51
218;215;0;4;51
252;254;0;4;15
277;276;0;4;5
283;281;0;4;49
286;285;0;4;29
294;297;0;4;7
296;298;0;4;21
9;6;0;5;7
11;8;0;5;32
12;10;0;5;19
21;24;0;5;23
45;43;0;5;18
56;53;0;5;8
56;55;0;5;3
61;59;0;5;15
155;152;0;5;12
198;195;0;5;1
207;209;0;5;8
235;233;0;5;22
268;265;0;5;11
270;267;0;5;37
27;26;0;6;17
56;53;0;6;9
61;58;0;6;9
132;133;0;6;11
143;144;0;6;28
154;151;0;6;21
174;172;0;6;44
251;248;0;6;27
286;285;0;6;16
294;295;0;6;5
21;24;0;7;25
29;26;0;7;26
38;41;0;7;31
61;59;0;7;7
87;85;0;7;11
114;111;0;7;2
198;195;0;7;8
207;209;0;7;41
296;298;0;7;3
21;24;0;8;2
23;22;0;8;16
38;35;0;8;18
67;65;0;8;13
70;68;0;8;33
94;96;0;8;12
174;172;0;8;14
177;175;0;8;20
198;196;0;8;34
213;211;0;8;45
232;229;0;8;44
234;231;0;8;17
246;247;0;8;3
252;253;0;8;22
252;254;0;8;5
294;292;0;8;10
294;295;0;8;28
296;299;0;8;15
3;1;0;9;33
3;6;0;9;1
9;8;0;9;12
38;40;0;9;26
61;62;0;9;10
66;65;0;9;21
70;72;0;9;9
88;85;0;9;13
94;91;0;9;2
120;118;0;9;36
128;130;0;9;9
174;172;0;9;28
207;206;0;9;7
232;231;0;9;9
252;253;0;9;5
296;297;0;9;7
38;40;0;10;48
45;44;0;10;17
54;52;0;10;12
61;64;0;10;11
81;78;0;10;50
110;107;0;10;16
132;131;0;10;18
150;147;0;10;29
179;176;0;10;20
192;193;0;10;12
192;194;0;10;30
205;206;0;10;22
277;280;0;10;27
283;282;0;10;4
289;288;0;10;3
296;298;0;10;27
3;0;0;11;3
9;8;0;11;10
86;85;0;11;8
114;111;0;11;11
132;133;0;11;3
145;142;0;11;54
150;147;0;11;32
192;194;0;11;12
207;204;0;11;9
226;228;0;11;12
234;233;0;11;34
269;266;0;11;15
277;278;0;11;7
296;297;0;11;2
3;4;0;12;23
11;8;0;12;15
12;10;0;12;23
50;51;0;12;22
79;77;0;12;31
110;107;0;12;18
128;125;0;12;14
128;127;0;12;2
145;142;0;12;9
161;159;0;12;6
174;171;0;12;4
177;175;0;12;38
185;182;0;12;36
213;211;0;12;10
220;217;0;12;37
226;228;0;12;32
268;265;0;12;32
289;287;0;12;32
289;288;0;12;11
296;295;0;12;50
13;10;0;13;18
27;25;0;13;1
37;34;0;13;6
37;40;0;13;12
80;74;0;13;23
89;92;0;13;52
94;96;0;13;23
110;107;0;13;22
120;117;0;13;29
120;119;0;13;1
124;122;0;13;41
139;136;0;13;13
167;169;0;13;16
198;195;0;13;44
213;210;0;13;34
213;211;0;13;2
216;215;0;13;20
220;217;0;13;31
221;219;0;13;25
234;231;0;13;12
244;241;0;13;42
259;256;0;13;4
277;276;0;13;41
283;280;0;13;29
289;287;0;13;31
19;16;0;14;8
38;39;0;14;32
50;51;0;14;16
61;59;0;14;32
89;91;0;14;12
97;95;0;14;21
97;96;0;14;15
102;104;0;14;33
135;133;0;14;27
145;144;0;14;33
155;152;0;14;47
165;162;0;14;21
168;170;0;14;35
174;171;0;14;55
180;178;0;14;19
185;182;0;14;24
192;191;0;14;10
205;206;0;14;34
207;208;0;14;40
226;225;0;14;41
289;287;0;14;20
296;298;0;14;36
3;4;0;15;4
19;16;0;15;14
21;18;0;15;17
23;22;0;15;6
69;71;0;15;1
94;91;0;15;4
97;95;0;15;41
109;106;0;15;28
192;193;0;15;7
198;200;0;15;33
205;203;0;15;7
207;208;0;15;41
232;231;0;15;2
283;281;0;15;5
293;290;0;15;1
294;297;0;15;17
11;8;0;16;3
86;85;0;16;4
102;105;0;16;6
137;134;0;16;2
165;162;0;16;57
174;173;0;16;30
184;181;0;16;30
207;208;0;16;10
259;256;0;16;24
268;265;0;16;49
294;291;0;16;33
3;0;0;17;13
9;8;0;17;27
38;35;0;17;46
50;49;0;17;19
67;64;0;17;31
70;68;0;17;4
79;77;0;17;57
83;84;0;17;42
101;104;0;17;4
114;116;0;17;44
120;117;0;17;57
124;121;0;17;7
124;122;0;17;5
132;129;0;17;4
132;133;0;17;6
161;160;0;17;24
190;191;0;17;30
198;200;0;17;22
213;212;0;17;41
216;214;0;17;31
224;225;0;17;44
261;258;0;17;21
283;282;0;17;2
286;284;0;17;19
3;0;0;18;3
9;6;0;18;1
36;35;0;18;3
45;42;0;18;10
48;46;0;18;8
50;49;0;18;18
102;99;0;18;4
102;103;0;18;39
114;112;0;18;35
132;131;0;18;13
155;152;0;18;37
184;182;0;18;4
198;200;0;18;25
246;247;0;18;50
257;255;0;18;39
286;284;0;18;3
294;292;0;18;12
3;2;0;19;12
17;14;0;19;18
21;22;0;19;5
28;25;0;19;28
45;47;0;19;17
57;55;0;19;36
61;60;0;19;21
66;63;0;19;8
70;68;0;19;17
80;75;0;19;7
83;82;0;19;11
87;84;0;19;22
89;91;0;19;27
94;91;0;19;32
101;98;0;19;47
120;119;0;19;27
124;122;0;19;33
128;127;0;19;5
174;173;0;19;1
179;176;0;19;21
213;212;0;19;50
220;217;0;19;22
226;223;0;19;25
226;227;0;19;15
251;248;0;19;42
277;279;0;19;43
283;282;0;19;48
286;284;0;19;27
296;297;0;19;47
198;201;1;0;2
257;254;1;4;15
79;76;1;7;9
205;203;1;7;5
198;196;1;8;17
205;204;1;8;16
3;1;1;9;12
3;4;1;13;16
132;130;1;14;5
3;0;1;15;9
252;254;1;15;9
174;172;1;16;4
135;133;1;18;5
198;199;1;18;34
3;0;2;0;9
286;285;2;0;2
3;2;2;1;5
67;65;2;2;12
198;201;2;4;2
28;25;2;6;8
45;43;2;6;11
38;35;2;7;8
132;130;2;7;15
174;175;2;7;12
296;299;2;7;10
205;202;2;9;11
232;230;2;9;9
286;288;2;9;3
198;197;2;10;10
226;228;2;12;11
289;288;2;12;1
198;197;2;13;1
38;41;2;14;22
3;2;2;17;19
9;6;2;18;1
283;281;2;18;10
286;285;2;18;3
9;6;2;19;19
