300;20;3
30;27;0;0;20
85;79;0;0;30
121;118;0;0;14
130;128;0;0;2
135;133;0;0;45
147;144;0;0;31
165;160;0;0;15
202;199;0;0;34
219;217;0;0;41
264;267;0;0;21
268;265;0;0;16
19;18;0;1;16
45;42;0;1;33
61;58;0;1;8
73;71;0;1;16
120;119;0;1;8
121;118;0;1;15
137;138;0;1;22
154;160;0;1;3
180;178;0;1;8
191;194;0;1;22
205;207;0;1;34
215;213;0;1;12
260;261;0;1;1
264;265;0;1;1
288;286;0;1;25
20;17;0;2;41
30;27;0;2;36
44;42;0;2;16
85;83;0;2;38
154;160;0;2;42
168;166;0;2;2
216;210;0;2;5
282;283;0;2;12
45;42;0;3;4
50;51;0;3;4
54;53;0;3;20
75;78;0;3;5
115;113;0;3;25
155;158;0;3;35
165;167;0;3;19
189;187;0;3;22
205;210;0;3;22
216;217;0;3;12
232;235;0;3;19
238;235;0;3;11
297;298;0;3;35
50;48;0;4;32
54;51;0;4;15
73;79;0;4;4
75;77;0;4;17
122;119;0;4;9
132;131;0;4;1
142;141;0;4;24
152;151;0;4;10
154;157;0;4;15
189;187;0;4;16
201;199;0;4;20
206;209;0;4;41
233;236;0;4;8
268;266;0;4;22
294;293;0;4;14
24;26;0;5;23
50;47;0;5;2
54;55;0;5;14
92;89;0;5;22
103;100;0;5;12
114;113;0;5;24
120;119;0;5;22
130;128;0;5;8
142;139;0;5;31
206;207;0;5;29
254;251;0;5;10
282;283;0;5;36
54;57;0;6;46
75;74;0;6;36
92;89;0;6;26
121;119;0;6;1
164;167;0;6;14
165;166;0;6;6
184;185;0;6;15
191;193;0;6;1
198;197;0;6;17
225;222;0;6;37
252;249;0;6;32
287;286;0;6;8
31;28;0;7;2
54;53;0;7;10
73;74;0;7;8
85;83;0;7;38
137;136;0;7;13
168;166;0;7;12
205;208;0;7;1
206;208;0;7;12
216;217;0;7;17
258;255;0;7;7
268;267;0;7;37
24;26;0;8;27
43;46;0;8;26
54;51;0;8;19
68;65;0;8;15
99;101;0;8;1
127;128;0;8;10
132;131;0;8;42
152;151;0;8;3
154;157;0;8;18
155;156;0;8;30
165;162;0;8;29
177;178;0;8;29
215;213;0;8;16
225;222;0;8;22
20;17;0;9;3
32;29;0;9;8
88;86;0;9;8
122;119;0;9;29
154;157;0;9;21
164;162;0;9;21
230;227;0;9;25
233;231;0;9;14
273;270;0;9;9
287;286;0;9;17
37;34;0;10;8
43;46;0;10;18
50;53;0;10;6
68;65;0;10;8
84;79;0;10;37
103;100;0;10;39
107;106;0;10;21
129;128;0;10;32
155;156;0;10;8
165;163;0;10;7
177;178;0;10;8
180;178;0;10;27
189;190;0;10;14
191;193;0;10;13
205;208;0;10;7
214;211;0;10;25
224;222;0;10;9
225;222;0;10;3
238;235;0;10;31
239;236;0;10;7
268;267;0;10;13
274;271;0;10;13
282;283;0;10;23
288;285;0;10;3
288;286;0;10;39
297;299;0;10;25
24;25;0;11;6
41;38;0;11;2
43;46;0;11;5
54;52;0;11;43
60;57;0;11;23
104;101;0;11;13
145;144;0;11;5
147;146;0;11;9
165;159;0;11;12
168;166;0;11;12
170;167;0;11;42
184;183;0;11;43
205;208;0;11;46
216;213;0;11;27
230;227;0;11;33
232;235;0;11;15
268;266;0;11;29
287;284;0;11;14
287;286;0;11;9
15;14;0;12;14
24;25;0;12;36
43;46;0;12;39
54;53;0;12;43
73;74;0;12;3
154;151;0;12;27
164;161;0;12;4
164;162;0;12;4
184;183;0;12;3
189;190;0;12;2
191;188;0;12;20
191;194;0;12;24
218;220;0;12;1
224;221;0;12;8
256;255;0;12;1
257;255;0;12;36
264;265;0;12;4
279;276;0;12;28
20;17;0;13;17
23;26;0;13;28
37;34;0;13;27
45;46;0;13;1
54;57;0;13;3
75;76;0;13;27
135;136;0;13;6
145;143;0;13;24
147;146;0;13;25
154;160;0;13;18
165;163;0;13;22
168;166;0;13;38
186;185;0;13;11
206;209;0;13;35
216;213;0;13;36
233;234;0;13;10
264;265;0;13;44
273;270;0;13;44
292;289;0;13;23
295;298;0;13;5
297;298;0;13;33
5;2;0;14;27
24;27;0;14;1
30;27;0;14;14
41;39;0;14;28
54;51;0;14;18
62;59;0;14;12
73;71;0;14;26
75;80;0;14;29
135;136;0;14;11
154;159;0;14;16
189;190;0;14;26
191;192;0;14;21
200;197;0;14;11
205;207;0;14;30
215;212;0;14;13
219;220;0;14;31
232;235;0;14;13
238;236;0;14;46
240;237;0;14;15
257;255;0;14;45
295;293;0;14;12
12;9;0;15;39
44;42;0;15;22
54;56;0;15;19
60;57;0;15;12
61;58;0;15;9
84;83;0;15;1
87;86;0;15;24
99;98;0;15;5
117;116;0;15;7
142;140;0;15;1
148;146;0;15;16
152;151;0;15;12
155;153;0;15;19
171;169;0;15;14
184;182;0;15;14
248;246;0;15;10
252;249;0;15;8
254;251;0;15;30
272;269;0;15;33
282;281;0;15;9
292;290;0;15;41
297;298;0;15;3
23;26;0;16;16
24;27;0;16;24
32;29;0;16;17
40;39;0;16;45
41;38;0;16;44
62;59;0;16;1
84;81;0;16;35
85;83;0;16;8
104;101;0;16;31
127;125;0;16;20
130;128;0;16;37
145;144;0;16;18
155;153;0;16;1
155;158;0;16;38
198;197;0;16;31
201;199;0;16;22
226;223;0;16;16
250;249;0;16;42
264;263;0;16;1
282;281;0;16;29
287;284;0;16;19
5;2;0;17;23
20;18;0;17;1
24;25;0;17;45
