100;20;3
10;9;0;0;24
61;60;0;0;63
72;69;0;0;20
75;77;0;0;6
97;98;0;0;2
7;5;0;1;39
68;67;0;1;11
85;86;0;1;14
41;38;0;2;2
65;63;0;2;69
97;95;0;2;49
18;15;0;3;25
41;42;0;3;13
74;71;0;3;22
92;89;0;3;6
3;1;0;4;32
72;70;0;4;1
88;86;0;4;14
97;98;0;4;12
2;1;0;5;38
97;98;0;5;18
23;25;0;6;21
43;40;0;6;2
46;47;0;6;37
74;71;0;6;6
7;8;0;7;8
65;63;0;7;2
41;42;0;8;21
97;94;0;8;30
6;8;0;9;5
23;26;0;9;5
29;27;0;9;52
35;33;0;9;11
37;38;0;9;2
10;9;0;10;10
17;16;0;10;3
19;16;0;10;28
29;26;0;10;22
43;42;0;10;54
72;69;0;10;24
78;76;0;10;35
81;79;0;10;9
97;95;0;10;9
7;5;0;11;46
10;8;0;11;25
43;40;0;11;20
46;44;0;11;3
51;48;0;11;41
75;77;0;11;41
82;79;0;11;17
19;16;0;12;34
37;36;0;12;26
51;50;0;12;49
72;69;0;12;9
73;70;0;12;29
80;77;0;12;35
90;87;0;12;30
45;42;0;13;2
72;70;0;13;30
88;86;0;13;70
92;89;0;13;29
6;8;0;14;60
22;21;0;14;27
35;34;0;14;18
74;71;0;14;19
82;79;0;14;7
92;93;0;14;10
97;98;0;14;38
58;55;0;15;8
65;63;0;15;17
68;66;0;15;9
80;77;0;15;13
14;11;0;16;25
22;25;0;16;42
37;34;0;16;38
82;79;0;16;19
92;93;0;16;54
14;11;0;17;56
32;31;0;17;5
46;47;0;17;13
51;49;0;17;14
82;79;0;17;39
97;99;0;17;45
23;24;0;18;31
39;38;0;18;26
56;53;0;18;8
72;69;0;18;6
97;94;0;18;39
7;4;0;19;49
14;12;0;19;15
18;15;0;19;59
30;28;0;19;10
54;52;0;19;2
56;53;0;19;40
97;96;0;19;35
97;98;1;5;2
97;96;1;16;7
97;96;1;17;25
97;99;2;3;16
51;50;2;17;10
23;26;2;19;3
